"season","team_id","seed","school_name"
2004,"b795ddbc-baab-4499-8803-52e8608520ab",10,"Louisville"
2005,"b795ddbc-baab-4499-8803-52e8608520ab",4,"Louisville"
2007,"b795ddbc-baab-4499-8803-52e8608520ab",6,"Louisville"
2008,"b795ddbc-baab-4499-8803-52e8608520ab",3,"Louisville"
2009,"b795ddbc-baab-4499-8803-52e8608520ab",1,"Louisville"
2010,"b795ddbc-baab-4499-8803-52e8608520ab",9,"Louisville"
2011,"b795ddbc-baab-4499-8803-52e8608520ab",4,"Louisville"
2012,"b795ddbc-baab-4499-8803-52e8608520ab",4,"Louisville"
2013,"b795ddbc-baab-4499-8803-52e8608520ab",1,"Louisville"
2014,"b795ddbc-baab-4499-8803-52e8608520ab",4,"Louisville"
2015,"b795ddbc-baab-4499-8803-52e8608520ab",4,"Louisville"
2000,"b827dbdf-230f-4916-9703-3bb9004e26eb",4,"Tennessee"
2001,"b827dbdf-230f-4916-9703-3bb9004e26eb",8,"Tennessee"
2006,"b827dbdf-230f-4916-9703-3bb9004e26eb",2,"Tennessee"
2007,"b827dbdf-230f-4916-9703-3bb9004e26eb",5,"Tennessee"
2008,"b827dbdf-230f-4916-9703-3bb9004e26eb",2,"Tennessee"
2009,"b827dbdf-230f-4916-9703-3bb9004e26eb",9,"Tennessee"
2010,"b827dbdf-230f-4916-9703-3bb9004e26eb",6,"Tennessee"
2011,"b827dbdf-230f-4916-9703-3bb9004e26eb",9,"Tennessee"
2014,"b827dbdf-230f-4916-9703-3bb9004e26eb",11,"Tennessee"
2000,"bdb7d7a4-45f8-4bf3-ab85-15488c451494",12,"Butler"
2001,"bdb7d7a4-45f8-4bf3-ab85-15488c451494",10,"Butler"
2003,"bdb7d7a4-45f8-4bf3-ab85-15488c451494",12,"Butler"
2007,"bdb7d7a4-45f8-4bf3-ab85-15488c451494",5,"Butler"
2008,"bdb7d7a4-45f8-4bf3-ab85-15488c451494",7,"Butler"
2009,"bdb7d7a4-45f8-4bf3-ab85-15488c451494",9,"Butler"
2010,"bdb7d7a4-45f8-4bf3-ab85-15488c451494",5,"Butler"
2011,"bdb7d7a4-45f8-4bf3-ab85-15488c451494",8,"Butler"
2013,"bdb7d7a4-45f8-4bf3-ab85-15488c451494",6,"Butler"
2015,"bdb7d7a4-45f8-4bf3-ab85-15488c451494",6,"Butler"
2016,"bdb7d7a4-45f8-4bf3-ab85-15488c451494",9,"Butler"
2009,"bdc2561d-f603-4fab-a262-f1d2af462277",10,"Michigan"
2011,"bdc2561d-f603-4fab-a262-f1d2af462277",8,"Michigan"
2012,"bdc2561d-f603-4fab-a262-f1d2af462277",4,"Michigan"
2013,"bdc2561d-f603-4fab-a262-f1d2af462277",4,"Michigan"
2014,"bdc2561d-f603-4fab-a262-f1d2af462277",2,"Michigan"
2016,"bdc2561d-f603-4fab-a262-f1d2af462277",11,"Michigan"
2008,"c009914b-3303-4dee-b915-978aa48a31d0",14,"Cal St. Fullerton"
2001,"c10544de-e3bd-4776-ba2e-83df8c017fd1",7,"Iowa"
2005,"c10544de-e3bd-4776-ba2e-83df8c017fd1",10,"Iowa"
2006,"c10544de-e3bd-4776-ba2e-83df8c017fd1",3,"Iowa"
2014,"c10544de-e3bd-4776-ba2e-83df8c017fd1",11,"Iowa"
2015,"c10544de-e3bd-4776-ba2e-83df8c017fd1",7,"Iowa"
2016,"c10544de-e3bd-4776-ba2e-83df8c017fd1",7,"Iowa"
2000,"c13f96ba-c79c-452f-9f63-3b45fae4e543",13,"Samford"
2004,"c1c1e6df-a383-4fbd-ba7b-32d4f9ef9518",13,"VCU"
2007,"c1c1e6df-a383-4fbd-ba7b-32d4f9ef9518",11,"VCU"
2009,"c1c1e6df-a383-4fbd-ba7b-32d4f9ef9518",11,"VCU"
2011,"c1c1e6df-a383-4fbd-ba7b-32d4f9ef9518",11,"VCU"
2012,"c1c1e6df-a383-4fbd-ba7b-32d4f9ef9518",12,"VCU"
2013,"c1c1e6df-a383-4fbd-ba7b-32d4f9ef9518",5,"VCU"
2014,"c1c1e6df-a383-4fbd-ba7b-32d4f9ef9518",5,"VCU"
2015,"c1c1e6df-a383-4fbd-ba7b-32d4f9ef9518",7,"VCU"
2016,"c1c1e6df-a383-4fbd-ba7b-32d4f9ef9518",10,"VCU"
2008,"c1c54dbf-805c-47fc-a707-c803e94db2a4",14,"Boise St."
2013,"c1c54dbf-805c-47fc-a707-c803e94db2a4",13,"Boise St."
2015,"c1c54dbf-805c-47fc-a707-c803e94db2a4",11,"Boise St."
2000,"c1f4aae1-aa16-4095-aeab-10e5c2a1236a",2,"St. John's (NY)"
2002,"c1f4aae1-aa16-4095-aeab-10e5c2a1236a",9,"St. John's (NY)"
2011,"c1f4aae1-aa16-4095-aeab-10e5c2a1236a",6,"St. John's (NY)"
2015,"c1f4aae1-aa16-4095-aeab-10e5c2a1236a",9,"St. John's (NY)"
2002,"c2104cdc-c83d-40d2-a3cd-df986e29f5d3",2,"Alabama"
2003,"c2104cdc-c83d-40d2-a3cd-df986e29f5d3",10,"Alabama"
2004,"c2104cdc-c83d-40d2-a3cd-df986e29f5d3",8,"Alabama"
2005,"c2104cdc-c83d-40d2-a3cd-df986e29f5d3",5,"Alabama"
2006,"c2104cdc-c83d-40d2-a3cd-df986e29f5d3",10,"Alabama"
2012,"c2104cdc-c83d-40d2-a3cd-df986e29f5d3",9,"Alabama"
2001,"c31455b2-8a45-4248-aa8f-ce7eab1c6b02",12,"BYU"
2003,"c31455b2-8a45-4248-aa8f-ce7eab1c6b02",12,"BYU"
2004,"c31455b2-8a45-4248-aa8f-ce7eab1c6b02",12,"BYU"
2007,"c31455b2-8a45-4248-aa8f-ce7eab1c6b02",8,"BYU"
2008,"c31455b2-8a45-4248-aa8f-ce7eab1c6b02",8,"BYU"
2009,"c31455b2-8a45-4248-aa8f-ce7eab1c6b02",8,"BYU"
2010,"c31455b2-8a45-4248-aa8f-ce7eab1c6b02",7,"BYU"
2011,"c31455b2-8a45-4248-aa8f-ce7eab1c6b02",3,"BYU"
2012,"c31455b2-8a45-4248-aa8f-ce7eab1c6b02",14,"BYU"
2014,"c31455b2-8a45-4248-aa8f-ce7eab1c6b02",10,"BYU"
2015,"c31455b2-8a45-4248-aa8f-ce7eab1c6b02",11,"BYU"
2000,"c3f0a8ce-af67-497f-a750-3b859376b20a",6,"Indiana"
2001,"c3f0a8ce-af67-497f-a750-3b859376b20a",4,"Indiana"
2002,"c3f0a8ce-af67-497f-a750-3b859376b20a",5,"Indiana"
2003,"c3f0a8ce-af67-497f-a750-3b859376b20a",7,"Indiana"
2006,"c3f0a8ce-af67-497f-a750-3b859376b20a",6,"Indiana"
2007,"c3f0a8ce-af67-497f-a750-3b859376b20a",7,"Indiana"
2008,"c3f0a8ce-af67-497f-a750-3b859376b20a",8,"Indiana"
2012,"c3f0a8ce-af67-497f-a750-3b859376b20a",4,"Indiana"
2013,"c3f0a8ce-af67-497f-a750-3b859376b20a",1,"Indiana"
2015,"c3f0a8ce-af67-497f-a750-3b859376b20a",10,"Indiana"
2016,"c3f0a8ce-af67-497f-a750-3b859376b20a",5,"Indiana"
2000,"c444e03b-d16b-48b2-9b18-823c2647d41d",16,"Jackson St."
2007,"c444e03b-d16b-48b2-9b18-823c2647d41d",16,"Jackson St."
2000,"c54279f9-3028-4663-893a-7d22482f8098",15,"UNCW"
2002,"c54279f9-3028-4663-893a-7d22482f8098",13,"UNCW"
2003,"c54279f9-3028-4663-893a-7d22482f8098",11,"UNCW"
2006,"c54279f9-3028-4663-893a-7d22482f8098",9,"UNCW"
2016,"c54279f9-3028-4663-893a-7d22482f8098",13,"UNCW"
2000,"c70c23c4-ab09-4797-a1af-792c848ab17f",11,"Arkansas"
2001,"c70c23c4-ab09-4797-a1af-792c848ab17f",7,"Arkansas"
2006,"c70c23c4-ab09-4797-a1af-792c848ab17f",8,"Arkansas"
2007,"c70c23c4-ab09-4797-a1af-792c848ab17f",12,"Arkansas"
2008,"c70c23c4-ab09-4797-a1af-792c848ab17f",9,"Arkansas"
2015,"c70c23c4-ab09-4797-a1af-792c848ab17f",5,"Arkansas"
2001,"c7116621-45ed-4ab1-9ad9-dee524120569",14,"Southern Utah"
2000,"c7569eae-5b93-4197-b204-6f3a62146b25",8,"Wisconsin"
2001,"c7569eae-5b93-4197-b204-6f3a62146b25",6,"Wisconsin"
2002,"c7569eae-5b93-4197-b204-6f3a62146b25",8,"Wisconsin"
2003,"c7569eae-5b93-4197-b204-6f3a62146b25",5,"Wisconsin"
2004,"c7569eae-5b93-4197-b204-6f3a62146b25",6,"Wisconsin"
2005,"c7569eae-5b93-4197-b204-6f3a62146b25",6,"Wisconsin"
2006,"c7569eae-5b93-4197-b204-6f3a62146b25",9,"Wisconsin"
2007,"c7569eae-5b93-4197-b204-6f3a62146b25",2,"Wisconsin"
2008,"c7569eae-5b93-4197-b204-6f3a62146b25",3,"Wisconsin"
2009,"c7569eae-5b93-4197-b204-6f3a62146b25",12,"Wisconsin"
2010,"c7569eae-5b93-4197-b204-6f3a62146b25",4,"Wisconsin"
2011,"c7569eae-5b93-4197-b204-6f3a62146b25",4,"Wisconsin"
2012,"c7569eae-5b93-4197-b204-6f3a62146b25",4,"Wisconsin"
2013,"c7569eae-5b93-4197-b204-6f3a62146b25",5,"Wisconsin"
2014,"c7569eae-5b93-4197-b204-6f3a62146b25",2,"Wisconsin"
2015,"c7569eae-5b93-4197-b204-6f3a62146b25",1,"Wisconsin"
2016,"c7569eae-5b93-4197-b204-6f3a62146b25",7,"Wisconsin"
2002,"c851131a-5ecd-4670-81bc-b40f4837dd65",15,"Fla. Atlantic"
2004,"c9570e17-c4fd-41e6-908a-1a083941319d",12,"Pacific"
2005,"c9570e17-c4fd-41e6-908a-1a083941319d",8,"Pacific"
2006,"c9570e17-c4fd-41e6-908a-1a083941319d",13,"Pacific"
2013,"c9570e17-c4fd-41e6-908a-1a083941319d",15,"Pacific"
2000,"ca441726-0c57-4456-b1e7-fff098484fb5",14,"Winthrop"
2001,"ca441726-0c57-4456-b1e7-fff098484fb5",16,"Winthrop"
2002,"ca441726-0c57-4456-b1e7-fff098484fb5",16,"Winthrop"
2005,"ca441726-0c57-4456-b1e7-fff098484fb5",14,"Winthrop"
2006,"ca441726-0c57-4456-b1e7-fff098484fb5",15,"Winthrop"
2007,"ca441726-0c57-4456-b1e7-fff098484fb5",11,"Winthrop"
2008,"ca441726-0c57-4456-b1e7-fff098484fb5",13,"Winthrop"
2010,"ca441726-0c57-4456-b1e7-fff098484fb5",16,"Winthrop"
2016,"ca478771-aa3d-4231-81e0-b70f519134fb",12,"Yale"
2001,"cb732075-23a5-4e71-9037-50a7a002bdb2",13,"CSUN"
2009,"cb732075-23a5-4e71-9037-50a7a002bdb2",15,"CSUN"
2005,"ce967953-5c50-4220-87b2-99acb9606e84",12,"Old Dominion"
2007,"ce967953-5c50-4220-87b2-99acb9606e84",12,"Old Dominion"
2010,"ce967953-5c50-4220-87b2-99acb9606e84",11,"Old Dominion"
2011,"ce967953-5c50-4220-87b2-99acb9606e84",9,"Old Dominion"
2004,"cec2527e-5e1e-4817-a628-35666ef13b6e",16,"Florida A&M"
2007,"cec2527e-5e1e-4817-a628-35666ef13b6e",16,"Florida A&M"
2008,"d203f38a-a166-4258-bca2-e161b591ecfb",11,"Kansas St."
2010,"d203f38a-a166-4258-bca2-e161b591ecfb",2,"Kansas St."
2011,"d203f38a-a166-4258-bca2-e161b591ecfb",5,"Kansas St."
2012,"d203f38a-a166-4258-bca2-e161b591ecfb",8,"Kansas St."
2013,"d203f38a-a166-4258-bca2-e161b591ecfb",4,"Kansas St."
2014,"d203f38a-a166-4258-bca2-e161b591ecfb",9,"Kansas St."
2002,"d2ef641c-70e4-48bb-b40d-ac654d179205",14,"McNeese"
2009,"d3c8a767-b6fc-45d4-a5f2-18406f2993f1",5,"Florida St."
2010,"d3c8a767-b6fc-45d4-a5f2-18406f2993f1",9,"Florida St."
2011,"d3c8a767-b6fc-45d4-a5f2-18406f2993f1",10,"Florida St."
2012,"d3c8a767-b6fc-45d4-a5f2-18406f2993f1",3,"Florida St."
2001,"d4dc55b3-94fe-4d4f-b0bf-c50c5f064392",12,"Hawaii"
2002,"d4dc55b3-94fe-4d4f-b0bf-c50c5f064392",10,"Hawaii"
2016,"d4dc55b3-94fe-4d4f-b0bf-c50c5f064392",13,"Hawaii"
2005,"d52c3640-069c-4554-982e-e6537c8044f1",12,"George Washington"
2006,"d52c3640-069c-4554-982e-e6537c8044f1",8,"George Washington"
2007,"d52c3640-069c-4554-982e-e6537c8044f1",11,"George Washington"
2014,"d52c3640-069c-4554-982e-e6537c8044f1",9,"George Washington"
2003,"d750d88f-f7b8-4bc3-a5f6-36e7a67ec93e",15,"ETSU"
2004,"d750d88f-f7b8-4bc3-a5f6-36e7a67ec93e",13,"ETSU"
2009,"d750d88f-f7b8-4bc3-a5f6-36e7a67ec93e",16,"ETSU"
2010,"d750d88f-f7b8-4bc3-a5f6-36e7a67ec93e",16,"ETSU"
2001,"d7d668ec-edaa-4d6b-be25-2ebba4128643",3,"Ole Miss"
2002,"d7d668ec-edaa-4d6b-be25-2ebba4128643",9,"Ole Miss"
2013,"d7d668ec-edaa-4d6b-be25-2ebba4128643",12,"Ole Miss"
2015,"d7d668ec-edaa-4d6b-be25-2ebba4128643",11,"Ole Miss"
2008,"db6e1cab-3fa3-4a93-a673-8b2a358ff4bf",11,"Baylor"
2010,"db6e1cab-3fa3-4a93-a673-8b2a358ff4bf",3,"Baylor"
2012,"db6e1cab-3fa3-4a93-a673-8b2a358ff4bf",3,"Baylor"
2014,"db6e1cab-3fa3-4a93-a673-8b2a358ff4bf",6,"Baylor"
2015,"db6e1cab-3fa3-4a93-a673-8b2a358ff4bf",3,"Baylor"
2016,"db6e1cab-3fa3-4a93-a673-8b2a358ff4bf",5,"Baylor"
2008,"dcf5c2e7-c227-4c20-af26-715d5f859412",5,"Clemson"
2009,"dcf5c2e7-c227-4c20-af26-715d5f859412",7,"Clemson"
2010,"dcf5c2e7-c227-4c20-af26-715d5f859412",7,"Clemson"
2011,"dcf5c2e7-c227-4c20-af26-715d5f859412",12,"Clemson"
2000,"dd8db4d8-d984-4cab-b7f6-22c6b8c2c45f",9,"Fresno St."
2001,"dd8db4d8-d984-4cab-b7f6-22c6b8c2c45f",9,"Fresno St."
2016,"dd8db4d8-d984-4cab-b7f6-22c6b8c2c45f",14,"Fresno St."
2002,"de9a0e19-b83c-4b98-a6da-81c110cb364b",16,"Boston U."
2011,"de9a0e19-b83c-4b98-a6da-81c110cb364b",16,"Boston U."
2000,"df3da9d7-2d2b-44e2-99e2-08c4945a203b",16,"Valparaiso"
2002,"df3da9d7-2d2b-44e2-99e2-08c4945a203b",13,"Valparaiso"
2004,"df3da9d7-2d2b-44e2-99e2-08c4945a203b",15,"Valparaiso"
2013,"df3da9d7-2d2b-44e2-99e2-08c4945a203b",14,"Valparaiso"
2015,"df3da9d7-2d2b-44e2-99e2-08c4945a203b",13,"Valparaiso"
2002,"dfe0d93f-94a5-47fb-b7aa-f74786e09acb",15,"Ill.-Chicago"
2004,"dfe0d93f-94a5-47fb-b7aa-f74786e09acb",13,"Ill.-Chicago"
2009,"e30c0417-b220-424e-886e-dd1249e2ca5a",13,"Cleveland St."
2002,"e3848467-66c0-41e5-8283-02e3586d8601",15,"Montana"
2005,"e3848467-66c0-41e5-8283-02e3586d8601",16,"Montana"
2006,"e3848467-66c0-41e5-8283-02e3586d8601",12,"Montana"
2010,"e3848467-66c0-41e5-8283-02e3586d8601",14,"Montana"
2012,"e3848467-66c0-41e5-8283-02e3586d8601",13,"Montana"
2013,"e3848467-66c0-41e5-8283-02e3586d8601",13,"Montana"
2005,"e48e3dd5-721c-4d96-8ff4-790fe2597bfd",15,"Eastern Ky."
2007,"e48e3dd5-721c-4d96-8ff4-790fe2597bfd",16,"Eastern Ky."
2014,"e48e3dd5-721c-4d96-8ff4-790fe2597bfd",15,"Eastern Ky."
2014,"e4c315a0-e83f-4d14-856e-34a0463059e3",14,"N.C. Central"
2004,"e52c9644-717a-46f4-bf16-aeca000b3b44",8,"Washington"
2005,"e52c9644-717a-46f4-bf16-aeca000b3b44",1,"Washington"
2006,"e52c9644-717a-46f4-bf16-aeca000b3b44",5,"Washington"
2009,"e52c9644-717a-46f4-bf16-aeca000b3b44",4,"Washington"
2010,"e52c9644-717a-46f4-bf16-aeca000b3b44",11,"Washington"
2011,"e52c9644-717a-46f4-bf16-aeca000b3b44",7,"Washington"
2011,"e66d7ed2-9b4c-48c8-adaa-a276793b057d",14,"Saint Peter's"
2002,"e6914f16-ca37-4d2e-ba26-a425910283e2",13,"San Diego St."
2006,"e6914f16-ca37-4d2e-ba26-a425910283e2",11,"San Diego St."
2010,"e6914f16-ca37-4d2e-ba26-a425910283e2",11,"San Diego St."
2011,"e6914f16-ca37-4d2e-ba26-a425910283e2",2,"San Diego St."
2012,"e6914f16-ca37-4d2e-ba26-a425910283e2",6,"San Diego St."
2013,"e6914f16-ca37-4d2e-ba26-a425910283e2",7,"San Diego St."
2014,"e6914f16-ca37-4d2e-ba26-a425910283e2",4,"San Diego St."
2015,"e6914f16-ca37-4d2e-ba26-a425910283e2",8,"San Diego St."
2000,"e6c94452-1adf-4fb9-90e5-10f165c57c5a",13,"Penn"
2002,"e6c94452-1adf-4fb9-90e5-10f165c57c5a",11,"Penn"
2003,"e6c94452-1adf-4fb9-90e5-10f165c57c5a",11,"Penn"
2005,"e6c94452-1adf-4fb9-90e5-10f165c57c5a",13,"Penn"
2006,"e6c94452-1adf-4fb9-90e5-10f165c57c5a",15,"Penn"
2007,"e6c94452-1adf-4fb9-90e5-10f165c57c5a",14,"Penn"
2001,"e76479d0-a768-46d2-89bf-7b9dae12bec8",14,"George Mason"
2006,"e76479d0-a768-46d2-89bf-7b9dae12bec8",11,"George Mason"
2008,"e76479d0-a768-46d2-89bf-7b9dae12bec8",12,"George Mason"
2011,"e76479d0-a768-46d2-89bf-7b9dae12bec8",8,"George Mason"
2000,"e9ca48b2-00ba-41c0-a02b-6885a2da1ff1",8,"North Carolina"
2001,"e9ca48b2-00ba-41c0-a02b-6885a2da1ff1",2,"North Carolina"
2004,"e9ca48b2-00ba-41c0-a02b-6885a2da1ff1",6,"North Carolina"
2005,"e9ca48b2-00ba-41c0-a02b-6885a2da1ff1",1,"North Carolina"
2006,"e9ca48b2-00ba-41c0-a02b-6885a2da1ff1",3,"North Carolina"
2007,"e9ca48b2-00ba-41c0-a02b-6885a2da1ff1",1,"North Carolina"
2008,"e9ca48b2-00ba-41c0-a02b-6885a2da1ff1",1,"North Carolina"
2009,"e9ca48b2-00ba-41c0-a02b-6885a2da1ff1",1,"North Carolina"
2011,"e9ca48b2-00ba-41c0-a02b-6885a2da1ff1",2,"North Carolina"
2012,"e9ca48b2-00ba-41c0-a02b-6885a2da1ff1",1,"North Carolina"
2013,"e9ca48b2-00ba-41c0-a02b-6885a2da1ff1",8,"North Carolina"
2014,"e9ca48b2-00ba-41c0-a02b-6885a2da1ff1",6,"North Carolina"
2015,"e9ca48b2-00ba-41c0-a02b-6885a2da1ff1",4,"North Carolina"
2016,"e9ca48b2-00ba-41c0-a02b-6885a2da1ff1",1,"North Carolina"
2003,"eb157f98-0697-459c-9293-ddb162ceb28b",16,"Texas Southern"
2014,"eb157f98-0697-459c-9293-ddb162ceb28b",16,"Texas Southern"
2015,"eb157f98-0697-459c-9293-ddb162ceb28b",15,"Texas Southern"
2000,"ec0d6b67-4b16-4b50-92b2-1a651dae6b0f",6,"UCLA"
2001,"ec0d6b67-4b16-4b50-92b2-1a651dae6b0f",4,"UCLA"
2002,"ec0d6b67-4b16-4b50-92b2-1a651dae6b0f",8,"UCLA"
2005,"ec0d6b67-4b16-4b50-92b2-1a651dae6b0f",11,"UCLA"
2006,"ec0d6b67-4b16-4b50-92b2-1a651dae6b0f",2,"UCLA"
2007,"ec0d6b67-4b16-4b50-92b2-1a651dae6b0f",2,"UCLA"
2008,"ec0d6b67-4b16-4b50-92b2-1a651dae6b0f",1,"UCLA"
2009,"ec0d6b67-4b16-4b50-92b2-1a651dae6b0f",6,"UCLA"
2011,"ec0d6b67-4b16-4b50-92b2-1a651dae6b0f",7,"UCLA"
2013,"ec0d6b67-4b16-4b50-92b2-1a651dae6b0f",6,"UCLA"
2014,"ec0d6b67-4b16-4b50-92b2-1a651dae6b0f",4,"UCLA"
2015,"ec0d6b67-4b16-4b50-92b2-1a651dae6b0f",11,"UCLA"
2000,"eda6c307-1e0f-4a28-82f4-ee9653b343fb",16,"Lamar University"
2012,"eda6c307-1e0f-4a28-82f4-ee9653b343fb",16,"Lamar University"
2000,"ee09e6ad-3872-4745-bbb9-ebbd5c6f8318",9,"DePaul"
2004,"ee09e6ad-3872-4745-bbb9-ebbd5c6f8318",7,"DePaul"
2006,"ef184799-d79b-49d9-a662-991eaf4044cd",12,"Texas A&M"
2007,"ef184799-d79b-49d9-a662-991eaf4044cd",3,"Texas A&M"
2008,"ef184799-d79b-49d9-a662-991eaf4044cd",9,"Texas A&M"
2009,"ef184799-d79b-49d9-a662-991eaf4044cd",9,"Texas A&M"
2010,"ef184799-d79b-49d9-a662-991eaf4044cd",5,"Texas A&M"
2011,"ef184799-d79b-49d9-a662-991eaf4044cd",7,"Texas A&M"
2016,"ef184799-d79b-49d9-a662-991eaf4044cd",3,"Texas A&M"
2000,"efba5350-79bc-47aa-a189-db177b95b491",5,"UConn"
2002,"efba5350-79bc-47aa-a189-db177b95b491",2,"UConn"
2003,"efba5350-79bc-47aa-a189-db177b95b491",5,"UConn"
2004,"efba5350-79bc-47aa-a189-db177b95b491",2,"UConn"
2005,"efba5350-79bc-47aa-a189-db177b95b491",2,"UConn"
2006,"efba5350-79bc-47aa-a189-db177b95b491",1,"UConn"
2008,"efba5350-79bc-47aa-a189-db177b95b491",4,"UConn"
2009,"efba5350-79bc-47aa-a189-db177b95b491",1,"UConn"
2011,"efba5350-79bc-47aa-a189-db177b95b491",3,"UConn"
2012,"efba5350-79bc-47aa-a189-db177b95b491",9,"UConn"
2014,"efba5350-79bc-47aa-a189-db177b95b491",7,"UConn"
2016,"efba5350-79bc-47aa-a189-db177b95b491",9,"UConn"
2004,"f2164f01-2cbc-4967-bb1c-93656d790921",11,"Western Mich."
2014,"f2164f01-2cbc-4967-bb1c-93656d790921",14,"Western Mich."
2009,"f2cf9ba2-ac8c-4d92-8e7a-48dd88e8f40b",16,"Radford"
2006,"f38b58de-3273-4723-a78b-2f918e9aa2d5",7,"Wichita St."
2012,"f38b58de-3273-4723-a78b-2f918e9aa2d5",5,"Wichita St."
2013,"f38b58de-3273-4723-a78b-2f918e9aa2d5",9,"Wichita St."
2014,"f38b58de-3273-4723-a78b-2f918e9aa2d5",1,"Wichita St."
2015,"f38b58de-3273-4723-a78b-2f918e9aa2d5",7,"Wichita St."
2016,"f38b58de-3273-4723-a78b-2f918e9aa2d5",11,"Wichita St."
2005,"f7575278-12ec-494a-b544-427c1759d43d",14,"Niagara"
2007,"f7575278-12ec-494a-b544-427c1759d43d",16,"Niagara"
2005,"f770d3a2-221c-49ce-9c7a-680f7417fe9e",7,"West Virginia"
2006,"f770d3a2-221c-49ce-9c7a-680f7417fe9e",6,"West Virginia"
2008,"f770d3a2-221c-49ce-9c7a-680f7417fe9e",7,"West Virginia"
2009,"f770d3a2-221c-49ce-9c7a-680f7417fe9e",6,"West Virginia"
2010,"f770d3a2-221c-49ce-9c7a-680f7417fe9e",2,"West Virginia"
2011,"f770d3a2-221c-49ce-9c7a-680f7417fe9e",5,"West Virginia"
2012,"f770d3a2-221c-49ce-9c7a-680f7417fe9e",10,"West Virginia"
2015,"f770d3a2-221c-49ce-9c7a-680f7417fe9e",5,"West Virginia"
2016,"f770d3a2-221c-49ce-9c7a-680f7417fe9e",3,"West Virginia"
2014,"f8b1bf00-5b73-4ac4-98c0-ec554027ae32",11,"Nebraska"
2002,"f8c705b7-87d3-411a-9c8b-5124daab0469",6,"Texas Tech"
2004,"f8c705b7-87d3-411a-9c8b-5124daab0469",8,"Texas Tech"
2005,"f8c705b7-87d3-411a-9c8b-5124daab0469",6,"Texas Tech"
2007,"f8c705b7-87d3-411a-9c8b-5124daab0469",10,"Texas Tech"
2016,"f8c705b7-87d3-411a-9c8b-5124daab0469",8,"Texas Tech"
2001,"f9e4261e-d11d-46c4-bd33-c7bbc94ef0e8",9,"Saint Joseph's"
2003,"f9e4261e-d11d-46c4-bd33-c7bbc94ef0e8",7,"Saint Joseph's"
2004,"f9e4261e-d11d-46c4-bd33-c7bbc94ef0e8",1,"Saint Joseph's"
2008,"f9e4261e-d11d-46c4-bd33-c7bbc94ef0e8",11,"Saint Joseph's"
2014,"f9e4261e-d11d-46c4-bd33-c7bbc94ef0e8",10,"Saint Joseph's"
2016,"f9e4261e-d11d-46c4-bd33-c7bbc94ef0e8",8,"Saint Joseph's"
2009,"fa0f8282-c4f1-490e-962c-f25350cd76f4",15,"Binghamton"
2005,"fa416692-7e09-4f0a-9bcf-0cf7d5149a14",8,"Minnesota"
2009,"fa416692-7e09-4f0a-9bcf-0cf7d5149a14",10,"Minnesota"
2010,"fa416692-7e09-4f0a-9bcf-0cf7d5149a14",11,"Minnesota"
2013,"fa416692-7e09-4f0a-9bcf-0cf7d5149a14",11,"Minnesota"
2000,"fae4855b-1b64-4b40-a632-9ed345e1e952",8,"Kansas"
2001,"fae4855b-1b64-4b40-a632-9ed345e1e952",4,"Kansas"
2002,"fae4855b-1b64-4b40-a632-9ed345e1e952",1,"Kansas"
2003,"fae4855b-1b64-4b40-a632-9ed345e1e952",2,"Kansas"
2004,"fae4855b-1b64-4b40-a632-9ed345e1e952",4,"Kansas"
2005,"fae4855b-1b64-4b40-a632-9ed345e1e952",3,"Kansas"
2006,"fae4855b-1b64-4b40-a632-9ed345e1e952",4,"Kansas"
2007,"fae4855b-1b64-4b40-a632-9ed345e1e952",1,"Kansas"
2008,"fae4855b-1b64-4b40-a632-9ed345e1e952",1,"Kansas"
2009,"fae4855b-1b64-4b40-a632-9ed345e1e952",3,"Kansas"
2010,"fae4855b-1b64-4b40-a632-9ed345e1e952",1,"Kansas"
2011,"fae4855b-1b64-4b40-a632-9ed345e1e952",1,"Kansas"
2012,"fae4855b-1b64-4b40-a632-9ed345e1e952",2,"Kansas"
2013,"fae4855b-1b64-4b40-a632-9ed345e1e952",1,"Kansas"
2014,"fae4855b-1b64-4b40-a632-9ed345e1e952",2,"Kansas"
2015,"fae4855b-1b64-4b40-a632-9ed345e1e952",2,"Kansas"
2016,"fae4855b-1b64-4b40-a632-9ed345e1e952",1,"Kansas"
2000,"faeb1160-5d15-4f26-99fc-c441cf21fc7f",1,"Duke"
2001,"faeb1160-5d15-4f26-99fc-c441cf21fc7f",1,"Duke"
2002,"faeb1160-5d15-4f26-99fc-c441cf21fc7f",1,"Duke"
2003,"faeb1160-5d15-4f26-99fc-c441cf21fc7f",3,"Duke"
2004,"faeb1160-5d15-4f26-99fc-c441cf21fc7f",1,"Duke"
2005,"faeb1160-5d15-4f26-99fc-c441cf21fc7f",1,"Duke"
2006,"faeb1160-5d15-4f26-99fc-c441cf21fc7f",1,"Duke"
2007,"faeb1160-5d15-4f26-99fc-c441cf21fc7f",6,"Duke"
2008,"faeb1160-5d15-4f26-99fc-c441cf21fc7f",2,"Duke"
2009,"faeb1160-5d15-4f26-99fc-c441cf21fc7f",2,"Duke"
2010,"faeb1160-5d15-4f26-99fc-c441cf21fc7f",1,"Duke"
2011,"faeb1160-5d15-4f26-99fc-c441cf21fc7f",1,"Duke"
2012,"faeb1160-5d15-4f26-99fc-c441cf21fc7f",2,"Duke"
